,Average_salary,Title,Seniority,Rating,Hourly,Employer_provided,Company_age,Industry,Sector,Type of ownership,Size,State
1607,122.0,data scientist,other,3.1,0,,25,Enterprise Software & Network Solutions,Information Technology,Subsidiary or Business Segment,501 to 1000 employees,PA
1608,122.0,data scientist,other,3.1,0,,-1,Aerospace & Defense,Aerospace & Defense,Company - Private,1001 to 5000 employees,PA
1609,122.0,data scientist,other,3.9,0,,30,Internet,Information Technology,Company - Public,10000+ employees,PA
1610,122.0,machine learning engineer,other,4.4,0,,17,Aerospace & Defense,Aerospace & Defense,Company - Private,1 to 50 employees,PA
1611,122.0,researcher,other,3.6,0,,37,Stock Exchanges,Finance,Company - Private,1001 to 5000 employees,PA
1612,122.0,data scientist,other,3.2,0,,-1,Staffing & Outsourcing,Business Services,Company - Private,1 to 50 employees,PA
1613,122.0,data scientist,other,3.4,0,,122,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,PA
1614,122.0,analyst,other,3.7,0,,-1,Investment Banking & Asset Management,Finance,Company - Private,-1,PA
1615,122.0,data scientist,other,2.9,0,,11,IT Services,Information Technology,Company - Public,5001 to 10000 employees,PA
1616,122.0,data scientist,other,3.7,0,,20,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,5001 to 10000 employees,PA
1617,122.0,data scientist,other,3.4,0,,-1,Electrical & Electronic Manufacturing,Manufacturing,Company - Public,201 to 500 employees,PA
1618,122.0,data engineer,other,3.1,0,,28,Staffing & Outsourcing,Business Services,Company - Private,201 to 500 employees,PA
1619,122.0,other,other,4.1,0,,136,Colleges & Universities,Education,College / University,5001 to 10000 employees,PA
1620,122.0,data scientist,other,3.2,0,,38,"Department, Clothing, & Shoe Stores",Retail,Subsidiary or Business Segment,10000+ employees,PA
1621,122.0,analyst,other,4.7,0,,11,Enterprise Software & Network Solutions,Information Technology,Company - Private,1 to 50 employees,PA
1622,122.0,data engineer,other,-1.0,0,,-1,-1,-1,-1,-1,PA
1623,122.0,data engineer,other,4.7,0,,19,Staffing & Outsourcing,Business Services,Company - Private,201 to 500 employees,PA
1624,68.5,data scientist,other,3.1,0,,40,Enterprise Software & Network Solutions,Information Technology,Company - Private,201 to 500 employees,PA
1625,68.5,data engineer,other,3.9,0,,-1,-1,-1,Company - Private,1 to 50 employees,PA
1626,68.5,data scientist,senior,5.0,0,,28,Enterprise Software & Network Solutions,Information Technology,Company - Private,51 to 200 employees,PA
1627,68.5,analyst,other,4.6,0,,29,Consulting,Business Services,Company - Private,1 to 50 employees,PA
1628,68.5,data scientist,other,3.5,0,,162,Federal Agencies,Government,Government,10000+ employees,PA
1629,68.5,data scientist,other,3.7,0,,113,IT Services,Information Technology,Company - Public,10000+ employees,PA
1630,68.5,other,other,3.3,0,,232,Insurance Carriers,Insurance,Company - Public,10000+ employees,PA
1631,68.5,other,other,4.0,0,,55,Investment Banking & Asset Management,Finance,Company - Private,5001 to 10000 employees,PA
1632,68.5,data scientist,other,1.6,0,,-1,Advertising & Marketing,Business Services,Company - Public,1 to 50 employees,PA
1633,68.5,analyst,other,3.8,0,,24,Staffing & Outsourcing,Business Services,Company - Private,51 to 200 employees,PA
1634,68.5,data scientist,other,2.6,0,,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,51 to 200 employees,PA
1635,68.5,other,other,3.9,0,,194,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,PA
1636,68.5,analyst,other,3.9,0,,22,Internet,Information Technology,Company - Private,51 to 200 employees,PA
1637,68.5,analyst,other,3.7,0,,-1,Investment Banking & Asset Management,Finance,Company - Private,-1,PA
1638,68.5,data scientist,senior,3.4,0,,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,201 to 500 employees,PA
1639,68.5,other,senior,4.0,0,,137,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,PA
1640,68.5,data engineer,other,2.8,0,,-1,Staffing & Outsourcing,Business Services,Company - Private,1 to 50 employees,PA
1641,68.5,other,other,3.9,0,,194,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,PA
1642,68.5,data scientist,other,2.8,0,,8,Research & Development,Business Services,Company - Public,1001 to 5000 employees,PA
1643,68.5,data engineer,other,3.0,0,,-1,-1,-1,Company - Private,-1,PA
1644,68.5,data scientist,other,3.8,0,,41,Consulting,Business Services,Company - Private,5001 to 10000 employees,PA
1645,68.5,data scientist,other,3.6,0,,6,Lending,Finance,Company - Public,1001 to 5000 employees,PA
1646,68.5,data scientist,senior,3.1,0,,53,Gambling,"Arts, Entertainment & Recreation",Company - Public,10000+ employees,PA
1648,68.5,analyst,other,4.3,0,,284,Colleges & Universities,Education,College / University,10000+ employees,PA
1649,68.5,analyst,other,3.7,0,,58,Architectural & Engineering Services,Business Services,Company - Public,10000+ employees,PA
1650,68.5,other,other,4.6,0,,22,Financial Analytics & Research,Finance,Company - Private,51 to 200 employees,PA
1651,68.5,analyst,other,3.6,0,,-1,Advertising & Marketing,Business Services,Company - Private,51 to 200 employees,PA
1652,68.5,data engineer,other,2.7,0,,29,Staffing & Outsourcing,Business Services,Company - Private,1001 to 5000 employees,PA
1653,68.5,other,other,3.8,0,,29,Staffing & Outsourcing,Business Services,Subsidiary or Business Segment,1001 to 5000 employees,PA
1654,94.0,data scientist,other,3.3,0,,19,Architectural & Engineering Services,Business Services,Company - Private,51 to 200 employees,PA
1655,94.0,other,other,4.3,0,,284,Colleges & Universities,Education,College / University,10000+ employees,PA
1656,94.0,data scientist,other,3.7,0,,169,Health Care Services & Hospitals,Health Care,Nonprofit Organization,1001 to 5000 employees,PA
1657,94.0,other,senior,4.7,0,,10,Enterprise Software & Network Solutions,Information Technology,Company - Private,1 to 50 employees,PA
1658,94.0,analyst,other,3.6,0,,13,Computer Hardware & Software,Information Technology,Company - Private,51 to 200 employees,PA
1659,94.0,data scientist,senior,3.6,0,,61,-1,-1,Company - Public,10000+ employees,PA
1660,94.0,other,other,3.6,0,,34,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,501 to 1000 employees,PA
1661,94.0,analyst,other,3.5,0,,17,Brokerage Services,Finance,Nonprofit Organization,1001 to 5000 employees,PA
1662,94.0,data engineer,other,4.0,0,,17,Staffing & Outsourcing,Business Services,Company - Private,51 to 200 employees,PA
1663,94.0,data engineer,other,3.7,0,,169,Health Care Services & Hospitals,Health Care,Nonprofit Organization,1001 to 5000 employees,PA
1664,94.0,analyst,other,4.1,0,,33,IT Services,Information Technology,Company - Private,10000+ employees,PA
1665,94.0,data scientist,senior,3.7,0,,113,IT Services,Information Technology,Company - Public,10000+ employees,PA
1666,94.0,analyst,other,2.4,0,,37,Health Care Services & Hospitals,Health Care,Nonprofit Organization,501 to 1000 employees,PA
1667,94.0,other,other,3.5,0,,57,Consulting,Business Services,Company - Public,1001 to 5000 employees,PA
1668,94.0,analyst,other,3.9,0,,20,Consulting,Business Services,Company - Private,501 to 1000 employees,PA
1669,94.0,data scientist,senior,1.0,0,,-1,IT Services,Information Technology,Company - Private,1 to 50 employees,PA
1670,94.0,data engineer,other,3.5,0,,12,Enterprise Software & Network Solutions,Information Technology,Subsidiary or Business Segment,1 to 50 employees,PA
1671,94.0,analyst,other,3.8,0,,29,Staffing & Outsourcing,Business Services,Subsidiary or Business Segment,1001 to 5000 employees,PA
1672,94.0,data scientist,senior,2.7,0,,35,Advertising & Marketing,Business Services,Company - Private,201 to 500 employees,PA
1673,94.0,analyst,junior,5.0,0,,16,IT Services,Information Technology,Company - Private,51 to 200 employees,PA
1674,94.0,analyst,other,3.5,0,,31,IT Services,Information Technology,Company - Private,51 to 200 employees,PA
1675,94.0,data scientist,senior,3.9,0,,26,Internet,Information Technology,Company - Public,10000+ employees,PA
1676,94.0,analyst,other,3.5,0,,-1,Metals Brokers,Mining & Metals,Company - Private,1001 to 5000 employees,NJ
1677,94.0,data scientist,senior,3.7,0,,113,IT Services,Information Technology,Company - Public,10000+ employees,PA
1678,94.0,data scientist,other,4.3,0,,284,Colleges & Universities,Education,College / University,10000+ employees,PA
1679,94.0,analyst,other,4.2,0,,10,Health Care Services & Hospitals,Health Care,Company - Private,51 to 200 employees,PA
1680,94.0,analyst,other,4.3,0,,284,Colleges & Universities,Education,College / University,10000+ employees,PA
1681,94.0,analyst,other,3.7,0,,58,Architectural & Engineering Services,Business Services,Company - Public,10000+ employees,PA
1682,94.0,analyst,other,4.0,0,,30,Staffing & Outsourcing,Business Services,Company - Private,201 to 500 employees,NJ
1683,94.0,data scientist,other,3.7,0,,169,Health Care Services & Hospitals,Health Care,Nonprofit Organization,1001 to 5000 employees,PA
1684,62.0,data scientist,other,3.6,0,,-1,Other Retail Stores,Retail,Company - Public,10000+ employees,PA
1685,62.0,analyst,other,3.3,0,,-1,IT Services,Information Technology,Company - Private,1 to 50 employees,PA
1686,62.0,machine learning engineer,other,-1.0,0,,-1,-1,-1,Company - Private,1 to 50 employees,PA
1687,62.0,analyst,other,3.5,0,,54,Staffing & Outsourcing,Business Services,Company - Private,1001 to 5000 employees,NJ
1688,62.0,analyst,other,4.1,0,,-1,"Cable, Internet & Telephone Providers",Telecommunications,Company - Private,1 to 50 employees,PA
1689,62.0,other,other,3.5,0,,342,Municipal Governments,Government,Government,10000+ employees,PA
1690,62.0,other,other,2.6,0,,24,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Subsidiary or Business Segment,10000+ employees,PA
1691,62.0,data scientist,senior,3.7,0,,113,IT Services,Information Technology,Company - Public,10000+ employees,PA
1692,62.0,analyst,senior,3.6,0,,30,Health Care Services & Hospitals,Health Care,Company - Private,201 to 500 employees,PA
1693,62.0,analyst,junior,3.2,0,,7,Real Estate,Real Estate,Company - Private,201 to 500 employees,PA
1694,62.0,data scientist,other,2.5,0,,-1,Staffing & Outsourcing,Business Services,Company - Private,51 to 200 employees,PA
1695,62.0,other,other,3.7,0,,113,IT Services,Information Technology,Company - Public,10000+ employees,PA
1696,62.0,analyst,senior,3.8,0,,24,Staffing & Outsourcing,Business Services,Company - Private,51 to 200 employees,PA
1697,62.0,analyst,other,4.3,0,,284,Colleges & Universities,Education,College / University,10000+ employees,PA
1698,62.0,other,other,3.2,0,,143,Social Assistance,Non-Profit,Nonprofit Organization,10000+ employees,PA
1699,62.0,data scientist,other,3.4,0,,-1,Enterprise Software & Network Solutions,Information Technology,Company - Private,1 to 50 employees,PA
1700,62.0,data engineer,other,3.6,0,,-1,Municipal Governments,Government,Government,501 to 1000 employees,PA
1701,62.0,data engineer,other,4.5,0,,24,Staffing & Outsourcing,Business Services,Company - Private,501 to 1000 employees,PA
1702,62.0,other,other,3.9,0,,-1,Vehicle Dealers,Retail,Company - Private,201 to 500 employees,PA
1703,62.0,data scientist,senior,3.2,0,,49,Investment Banking & Asset Management,Finance,Company - Private,10000+ employees,PA
1704,62.0,data scientist,other,4.7,0,,33,Enterprise Software & Network Solutions,Information Technology,Company - Private,51 to 200 employees,PA
1705,62.0,analyst,other,3.2,0,,9,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,1001 to 5000 employees,PA
1706,62.0,analyst,senior,5.0,0,,-1,Consulting,Business Services,Company - Private,1 to 50 employees,PA
1707,62.0,data scientist,senior,3.1,0,,40,Enterprise Software & Network Solutions,Information Technology,Company - Private,201 to 500 employees,PA
1708,62.0,machine learning engineer,other,3.1,0,,53,Gambling,"Arts, Entertainment & Recreation",Company - Public,10000+ employees,PA
1709,62.0,data scientist,other,4.7,0,,33,Enterprise Software & Network Solutions,Information Technology,Company - Private,51 to 200 employees,PA
1710,62.0,other,other,3.8,0,,249,Federal Agencies,Government,Government,1001 to 5000 employees,PA
1711,62.0,manager,senior,3.8,0,,35,Accounting,Accounting & Legal,Company - Private,10000+ employees,PA
1712,62.0,data engineer,other,3.4,0,,30,IT Services,Information Technology,Company - Private,1001 to 5000 employees,PA
1713,62.0,analyst,other,3.7,0,,113,IT Services,Information Technology,Company - Public,10000+ employees,PA
1714,130.0,manager,senior,4.0,0,,-1,Computer Hardware & Software,Information Technology,Company - Private,201 to 500 employees,PA
1715,130.0,data engineer,senior,3.3,0,,171,Insurance Carriers,Insurance,Company - Public,10000+ employees,PA
1716,130.0,analyst,other,5.0,0,,16,IT Services,Information Technology,Company - Private,51 to 200 employees,PA
1717,130.0,other,other,3.2,0,,87,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,PA
1718,130.0,other,senior,3.8,0,,20,Internet,Information Technology,Company - Public,1001 to 5000 employees,PA
1719,130.0,data engineer,other,3.8,0,,57,Enterprise Software & Network Solutions,Information Technology,Company - Public,10000+ employees,PA
1720,130.0,analyst,other,4.0,0,,12,Staffing & Outsourcing,Business Services,Company - Private,51 to 200 employees,PA
1721,130.0,analyst,other,2.8,0,,20,Staffing & Outsourcing,Business Services,Company - Private,1001 to 5000 employees,PA
1722,130.0,data engineer,other,4.6,0,,23,IT Services,Information Technology,Company - Private,501 to 1000 employees,PA
1723,130.0,other,other,3.6,0,,34,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,501 to 1000 employees,PA
1724,130.0,other,other,4.5,0,,-1,-1,-1,Company - Private,1 to 50 employees,PA
1725,130.0,director,other,3.6,0,,21,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,1001 to 5000 employees,PA
1726,130.0,analyst,other,4.4,0,,30,Staffing & Outsourcing,Business Services,Company - Private,1001 to 5000 employees,PA
1727,130.0,data engineer,other,3.9,0,,24,IT Services,Information Technology,Company - Private,10000+ employees,PA
1728,130.0,analyst,other,3.8,0,,-1,Consulting,Business Services,Company - Private,51 to 200 employees,PA
1729,130.0,data engineer,other,3.9,0,,194,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,PA
1730,130.0,data engineer,other,4.6,0,,22,Financial Analytics & Research,Finance,Company - Private,51 to 200 employees,PA
1731,130.0,other,other,4.0,0,,12,Staffing & Outsourcing,Business Services,Company - Private,51 to 200 employees,PA
1732,130.0,analyst,other,3.6,0,,37,Stock Exchanges,Finance,Company - Private,1001 to 5000 employees,PA
1733,130.0,other,other,-1.0,0,,-1,-1,-1,-1,-1,PA
1734,130.0,data scientist,senior,3.2,0,,49,Investment Banking & Asset Management,Finance,Company - Private,10000+ employees,PA
1735,130.0,other,other,3.0,0,,-1,-1,-1,Company - Private,51 to 200 employees,PA
1736,130.0,data scientist,other,3.1,0,,36,IT Services,Information Technology,Company - Private,201 to 500 employees,PA
1737,130.0,other,other,4.3,0,,284,Colleges & Universities,Education,College / University,10000+ employees,PA
1738,130.0,other,other,3.2,0,,143,Social Assistance,Non-Profit,Nonprofit Organization,10000+ employees,PA
1739,130.0,other,other,5.0,0,,-1,-1,-1,Company - Private,1 to 50 employees,PA
1740,130.0,other,senior,3.2,0,,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,201 to 500 employees,PA
1741,130.0,data engineer,other,3.9,0,,194,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,PA
1742,130.0,data engineer,other,2.9,0,,11,IT Services,Information Technology,Company - Public,5001 to 10000 employees,PA
1743,130.0,data scientist,senior,3.2,0,,49,Investment Banking & Asset Management,Finance,Company - Private,10000+ employees,PA
1744,82.5,other,senior,-1.0,0,,-1,-1,-1,Company - Private,-1,PA
1745,82.5,other,other,3.6,0,,7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,PA
1746,82.5,other,senior,3.2,0,,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,201 to 500 employees,PA
1747,82.5,data engineer,other,5.0,0,,-1,-1,-1,-1,51 to 200 employees,PA
1748,82.5,data engineer,other,4.7,0,,15,Publishing,Media,Company - Private,51 to 200 employees,PA
1749,82.5,data scientist,other,3.1,0,,-1,Aerospace & Defense,Aerospace & Defense,Company - Private,1001 to 5000 employees,PA
1750,82.5,analyst,other,4.5,0,,13,Staffing & Outsourcing,Business Services,Company - Private,201 to 500 employees,PA
1751,82.5,data engineer,other,-1.0,0,,-1,-1,-1,Company - Private,1 to 50 employees,PA
1752,82.5,analyst,junior,4.3,0,,284,Colleges & Universities,Education,College / University,10000+ employees,PA
1753,82.5,data engineer,other,3.0,0,,-1,IT Services,Information Technology,Other Organization,-1,PA
1754,82.5,other,other,3.7,0,,-1,IT Services,Information Technology,Company - Private,1 to 50 employees,PA
